hs6,description
842611,"Ships' derricks; cranes, including cable cranes; mobile lifting - Overhead travelling cranes on fixed support"
842612,"Ships' derricks; cranes, including cable cranes; mobile lifting - Mobile lifting frames on tyres and straddle carriers"
842619,"Ships' derricks; cranes, including cable cranes; mobile lifting - Other"
842620,"Ships' derricks; cranes, including cable cranes; mobile lifting - Tower cranes"
842630,"Ships' derricks; cranes, including cable cranes; mobile lifting - Portal or pedestal jib cranes"
842641,"Ships' derricks; cranes, including cable cranes; mobile lifting - Other machinery, self-propelled - On tyres"
842649,"Ships' derricks; cranes, including cable cranes; mobile lifting - Other machinery, self-propelled - Other"
842691,"Ships' derricks; cranes, including cable cranes; mobile lifting - Other machinery - Designed for mounting on road vehicles"
842699,"Ships' derricks; cranes, including cable cranes; mobile lifting - Other machinery - Other"
842710,Fork-lift trucks; other works trucks fitted with lifting or handling - Self-propelled trucks powered by an electric motor
842720,Fork-lift trucks; other works trucks fitted with lifting or handling - Other self-propelled trucks
842790,Fork-lift trucks; other works trucks fitted with lifting or handling - Other trucks
842810,"Other lifting, handling, loading or unloading machinery (for - Lifts and skip hoists"
842820,"Other lifting, handling, loading or unloading machinery (for - Pneumatic elevators and conveyors"
842831,"Other lifting, handling, loading or unloading machinery (for - Specially designed for underground use"
842832,"Other lifting, handling, loading or unloading machinery (for - Other, bucket type"
842833,"Other lifting, handling, loading or unloading machinery (for - Other, belt type"
842839,"Other lifting, handling, loading or unloading machinery (for - Other"
842840,"Other lifting, handling, loading or unloading machinery (for - Escalators and moving walkways"
842860,"Other lifting, handling, loading or unloading machinery (for - Teleferics, chair-lifts, ski-draglines; traction mechanisms for"
842870,"Other lifting, handling, loading or unloading machinery (for - Industrial robots"
842890,"Other lifting, handling, loading or unloading machinery (for - Other machinery"
842911,"Self-propelled bulldozers, angledozers, graders, levellers, - Bulldozers and angledozers - Track laying"
842919,"Self-propelled bulldozers, angledozers, graders, levellers, - Bulldozers and angledozers - Other"
842920,"Self-propelled bulldozers, angledozers, graders, levellers, - Bulldozers and angledozers - Graders and levellers"
842930,"Self-propelled bulldozers, angledozers, graders, levellers, - Bulldozers and angledozers - Scrapers"
842940,"Self-propelled bulldozers, angledozers, graders, levellers, - Bulldozers and angledozers - Tamping machines and road rollers"
842951,"Self-propelled bulldozers, angledozers, graders, levellers, - Mechanical shovels, excavators and shovel loaders - Front-end shovel loaders"
842952,"Self-propelled bulldozers, angledozers, graders, levellers, - Mechanical shovels, excavators and shovel loaders - Machinery with a 360 revolving superstructure"
842959,"Self-propelled bulldozers, angledozers, graders, levellers, - Mechanical shovels, excavators and shovel loaders - Other"
843010,"Other moving, grading, levelling, scraping, excavating, tamping, - Pile-drivers and pile-extractors"
843020,"Other moving, grading, levelling, scraping, excavating, tamping, - Snow-ploughs and snow-blowers"
843031,"Other moving, grading, levelling, scraping, excavating, tamping, - Coal or rock cutters and tunnelling machinery - Self-propelled"
843039,"Other moving, grading, levelling, scraping, excavating, tamping, - Coal or rock cutters and tunnelling machinery - Other"
843041,"Other moving, grading, levelling, scraping, excavating, tamping, - Other boring or sinking machinery - 8431.43 -- Parts for boring or sinking machinery of subheading or"
843049,"Other moving, grading, levelling, scraping, excavating, tamping, - Of machinery of heading 84.26, 84.29 or 84.30 - 8431.49 -- Other"
843050,"Other moving, grading, levelling, scraping, excavating, tamping, - Other boring or sinking machinery - Other machinery, self-propelled"
843061,"Other moving, grading, levelling, scraping, excavating, tamping, - Other machinery, not self-propelled - Tamping or compacting machinery"
843069,"Other moving, grading, levelling, scraping, excavating, tamping, - Other machinery, not self-propelled - Other"
843110,Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.25
843120,Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.27
843131,"Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.28 - Of lifts, skip hoists or escalators"
843139,Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.28 - Other
843141,"Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.26, 84.29 or 84.30 - Buckets, shovels, grabs and grips"
843142,"Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.26, 84.29 or 84.30 - Bulldozer or angledozer blades"
843143,"Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.26, 84.29 or 84.30 - Parts for boring or sinking machinery of subheading 8430.41 or"
843149,"Parts suitable for use solely or principally with the machinery of - Of machinery of heading 84.26, 84.29 or 84.30 - Other"
843210,"Agricultural, horticultural or forestry machinery for soil - Ploughs"
843221,"Agricultural, horticultural or forestry machinery for soil - Harrows, scarifiers, cultivators, weeders and hoes - Disc harrows"
843229,"Agricultural, horticultural or forestry machinery for soil - Harrows, scarifiers, cultivators, weeders and hoes - Other"
843231,"Agricultural, horticultural or forestry machinery for soil - Seeders, planters and transplanters - No-till direct seeders, planters and transplanters"
843239,"Agricultural, horticultural or forestry machinery for soil - Seeders, planters and transplanters - Other"
843241,"Agricultural, horticultural or forestry machinery for soil - Manure spreaders and fertiliser distributors - Manure spreaders"
843242,"Agricultural, horticultural or forestry machinery for soil - Manure spreaders and fertiliser distributors - Fertiliser distributors"
843280,"Agricultural, horticultural or forestry machinery for soil - Manure spreaders and fertiliser distributors - Other machinery"
843290,"Agricultural, horticultural or forestry machinery for soil - Manure spreaders and fertiliser distributors - Parts"
843311,"Harvesting or threshing machinery, including straw or fodder - Mowers for lawns, parks or sports-grounds - Powered, with the cutting device rotating in a horizontal plane"
843319,"Harvesting or threshing machinery, including straw or fodder - Mowers for lawns, parks or sports-grounds - Other"
843320,"Harvesting or threshing machinery, including straw or fodder - Mowers for lawns, parks or sports-grounds - Other mowers, including cutter bars for tractor mounting"
843330,"Harvesting or threshing machinery, including straw or fodder - Mowers for lawns, parks or sports-grounds - Other haymaking machinery"
843340,"Harvesting or threshing machinery, including straw or fodder - Mowers for lawns, parks or sports-grounds - Straw or fodder balers, including pick-up balers"
843351,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Combine harvester-threshers"
843352,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Other threshing machinery"
843353,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Root or tuber harvesting machines"
843359,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Other"
843360,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Machines for cleaning, sorting or grading eggs, fruit or other"
843390,"Harvesting or threshing machinery, including straw or fodder - Other harvesting machinery; threshing machinery - Parts"
843410,Milking machines and dairy machinery - Milking machines
843420,Milking machines and dairy machinery - Dairy machinery
843490,Milking machines and dairy machinery - Parts
843510,"Presses, crushers and similar machinery used in the manufacture - Machinery"
843590,"Presses, crushers and similar machinery used in the manufacture - Parts"
843610,"Other agricultural, horticultural, forestry, poultry-keeping or - Machinery for preparing animal feeding stuffs"
843621,"Other agricultural, horticultural, forestry, poultry-keeping or - Poultry-keeping machinery; poultry incubators and brooders - Poultry incubators and brooders"
843629,"Other agricultural, horticultural, forestry, poultry-keeping or - Poultry-keeping machinery; poultry incubators and brooders - Other"
843680,"Other agricultural, horticultural, forestry, poultry-keeping or - Poultry-keeping machinery; poultry incubators and brooders - Other machinery"
843691,"Other agricultural, horticultural, forestry, poultry-keeping or - Parts - Of poultry-keeping machinery or poultry incubators and brooders"
843699,"Other agricultural, horticultural, forestry, poultry-keeping or - Parts - Other"
843710,"Machines for cleaning, sorting or grading seed, grain or dried - Machines for cleaning, sorting or grading seed, grain or dried"
843780,"Machines for cleaning, sorting or grading seed, grain or dried - Other machinery"
843790,"Machines for cleaning, sorting or grading seed, grain or dried - Parts"
843810,"Machinery, not specified or included elsewhere in this Chapter, - Bakery machinery and machinery for the manufacture of macaroni,"
843820,"Machinery, not specified or included elsewhere in this Chapter, - Machinery for the manufacture of confectionery, cocoa or chocolate"
843830,"Machinery, not specified or included elsewhere in this Chapter, - Machinery for sugar manufacture"
843840,"Machinery, not specified or included elsewhere in this Chapter, - Brewery machinery"
843850,"Machinery, not specified or included elsewhere in this Chapter, - Machinery for the preparation of meat or poultry"
843860,"Machinery, not specified or included elsewhere in this Chapter, - Machinery for the preparation of fruits, nuts or vegetables"
843880,"Machinery, not specified or included elsewhere in this Chapter, - Other machinery"
843890,"Machinery, not specified or included elsewhere in this Chapter, - Parts"
843910,Machinery for making pulp of fibrous cellulosic material or for - Machinery for making pulp of fibrous cellulosic material
843920,Machinery for making pulp of fibrous cellulosic material or for - Machinery for making paper or paperboard
843930,Machinery for making pulp of fibrous cellulosic material or for - Machinery for finishing paper or paperboard
843991,Machinery for making pulp of fibrous cellulosic material or for - Parts - Of machinery for making pulp of fibrous cellulosic material
843999,Machinery for making pulp of fibrous cellulosic material or for - Parts - Other
844010,"Book-binding machinery, including book-sewing machines - Machinery"
844090,"Book-binding machinery, including book-sewing machines - Parts"
844110,"Other machinery for making up paper pulp, paper or - Cutting machines"
844120,"Other machinery for making up paper pulp, paper or - Machines for making bags, sacks or envelopes"
844130,"Other machinery for making up paper pulp, paper or - Machines for making cartons, boxes, cases, tubes, drums or similar"
844140,"Other machinery for making up paper pulp, paper or - Machines for moulding articles in paper pulp, paper or paperboard"
844180,"Other machinery for making up paper pulp, paper or - Other machinery"
844190,"Other machinery for making up paper pulp, paper or - Parts"
844230,"Machinery, apparatus and equipment (other than the machines - Machinery, apparatus and equipment"
844240,"Machinery, apparatus and equipment (other than the machines - Parts of the foregoing machinery, apparatus or equipment"
844250,"Machinery, apparatus and equipment (other than the machines - Plates, cylinders and other printing components; plates, cylinders"
844311,"Printing machinery used for printing by means of plates, - Offset printing machinery, reel-fed"
844312,"Printing machinery used for printing by means of plates, - Offset printing machinery, sheet-fed, office type (using sheets"
844313,"Printing machinery used for printing by means of plates, - Other offset printing machinery"
844314,"Printing machinery used for printing by means of plates, - Letterpress printing machinery, reel fed, excluding flexographic"
844315,"Printing machinery used for printing by means of plates, - Letterpress printing machinery, other than reel fed, excluding"
844316,"Printing machinery used for printing by means of plates, - Flexographic printing machinery"
844317,"Printing machinery used for printing by means of plates, - Gravure printing machinery"
844319,"Printing machinery used for printing by means of plates, - Other"
844331,"Printing machinery used for printing by means of plates, - Machines which perform two or more of the functions of"
844332,"Printing machinery used for printing by means of plates, - Other, capable of connecting to an automatic data processing"
844339,"Printing machinery used for printing by means of plates, - Other"
844391,"Printing machinery used for printing by means of plates, - Parts and accessories - Parts and accessories of printing machinery used for printing by"
844399,"Printing machinery used for printing by means of plates, - Parts and accessories - Other"
844400,"8444.00 Machines for extruding, drawing, texturing or cutting man- - 84.44 Machines for extruding, drawing, texturing or cutting man-"
844511,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Carding machines"
844512,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Combing machines"
844513,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Drawing or roving machines"
844519,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Other"
844520,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Textile spinning machines"
844530,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Textile doubling or twisting machines"
844540,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Textile winding (including weft-winding) or reeling machines"
844590,"Machines for preparing textile fibres; spinning, doubling or - Machines for preparing textile fibres - Other"
844610,Weaving machines (looms) - For weaving fabrics of a width not exceeding 30 cm
844621,"Weaving machines (looms) - For weaving fabrics of a width exceeding 30 cm, shuttle type - Power looms"
844629,"Weaving machines (looms) - For weaving fabrics of a width exceeding 30 cm, shuttle type - Other"
844630,"Weaving machines (looms) - For weaving fabrics of a width exceeding 30 cm, shuttle type - For weaving fabrics of a width exceeding 30 cm, shuttleless type"
844711,"Knitting machines, stitch-bonding machines and machines for - Circular knitting machines - With cylinder diameter not exceeding 165 mm"
844712,"Knitting machines, stitch-bonding machines and machines for - Circular knitting machines - With cylinder diameter exceeding 165 mm"
844720,"Knitting machines, stitch-bonding machines and machines for - Circular knitting machines - Flat knitting machines; stitch-bonding machines"
844790,"Knitting machines, stitch-bonding machines and machines for - Circular knitting machines - Other"
844811,"Auxiliary machinery for use with machines of heading 84.44, - Dobbies and Jacquards; card reducing, copying, punching or"
844819,"Auxiliary machinery for use with machines of heading 84.44, - Other"
844820,"Auxiliary machinery for use with machines of heading 84.44, - Parts and accessories of machines of heading 84.44 or of their"
844831,"Auxiliary machinery for use with machines of heading 84.44, - Card clothing"
844832,"Auxiliary machinery for use with machines of heading 84.44, - Of machines for preparing textile fibres, other than card clothing"
844833,"Auxiliary machinery for use with machines of heading 84.44, - Spindles, spindle flyers, spinning rings and ring travellers"
844839,"Auxiliary machinery for use with machines of heading 84.44, - Other"
844842,"Auxiliary machinery for use with machines of heading 84.44, - Reeds for looms, healds and heald-frames"
844849,"Auxiliary machinery for use with machines of heading 84.44, - Other"
844851,"Auxiliary machinery for use with machines of heading 84.44, - Sinkers, needles and other articles used in forming stitches"
844859,"Auxiliary machinery for use with machines of heading 84.44, - Other"
844900,8449.00 Machinery for the manufacture or finishing of felt or - 84.49 Machinery for the manufacture or finishing of felt or
845011,"Household or laundry-type washing machines, including - Machines, each of a dry linen capacity not exceeding 10 kg - Fully-automatic machines"
845012,"Household or laundry-type washing machines, including - Machines, each of a dry linen capacity not exceeding 10 kg - Other machines, with built-in centrifugal drier"
845019,"Household or laundry-type washing machines, including - Machines, each of a dry linen capacity not exceeding 10 kg - Other"
845020,"Household or laundry-type washing machines, including - Machines, each of a dry linen capacity not exceeding 10 kg - Machines, each of a dry linen capacity exceeding 10 kg"
845090,"Household or laundry-type washing machines, including - Machines, each of a dry linen capacity not exceeding 10 kg - Parts"
845110,"Machinery (other than machines of heading 84.50) for washing, - Dry-cleaning machines"
845121,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Each of a dry linen capacity not exceeding 10 kg"
845129,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Other"
845130,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Ironing machines and presses (including fusing presses)"
845140,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Washing, bleaching or dyeing machines"
845150,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Machines for reeling, unreeling, folding, cutting or pinking textile"
845180,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Other machinery"
845190,"Machinery (other than machines of heading 84.50) for washing, - Drying machines - Parts"
845210,"Sewing machines, other than book-sewing machines of - Sewing machines of the household type"
845221,"Sewing machines, other than book-sewing machines of - Other sewing machines - Automatic units"
845229,"Sewing machines, other than book-sewing machines of - Other sewing machines - Other"
845230,"Sewing machines, other than book-sewing machines of - Other sewing machines - Sewing machine needles"
845290,"Sewing machines, other than book-sewing machines of - Other sewing machines - Furniture, bases and covers for sewing machines and parts thereof;"
845310,"Machinery for preparing, tanning or working hides, skins or - Machinery for preparing, tanning or working hides, skins or"
845320,"Machinery for preparing, tanning or working hides, skins or - Machinery for making or repairing footwear"
845380,"Machinery for preparing, tanning or working hides, skins or - Other machinery"
845390,"Machinery for preparing, tanning or working hides, skins or - Parts"
845410,"Converters, ladles, ingot moulds and casting machines, of a kind - Converters"
845420,"Converters, ladles, ingot moulds and casting machines, of a kind - Ingot moulds and ladles"
845430,"Converters, ladles, ingot moulds and casting machines, of a kind - Casting machines"
845490,"Converters, ladles, ingot moulds and casting machines, of a kind - Parts"
845510,Metal-rolling mills and rolls therefor - Tube mills
845521,Metal-rolling mills and rolls therefor - Other rolling mills - Hot or combination hot and cold
845522,Metal-rolling mills and rolls therefor - Other rolling mills - Cold
845530,Metal-rolling mills and rolls therefor - Other rolling mills - Rolls for rolling mills
845590,Metal-rolling mills and rolls therefor - Other rolling mills - Other parts
845611,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Operated by laser"
845612,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Operated by other light or photon beam processes"
845620,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Operated by ultrasonic processes"
845630,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Operated by electro-discharge processes"
845640,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Operated by plasma arc processes"
845650,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Water-jet cutting machines"
845690,"Machine-tools for working any material by removal of material, - Operated by laser or other light or photon beam processes - Other"
845710,"Machining centres, unit construction machines (single station) - Machining centres"
845720,"Machining centres, unit construction machines (single station) - Unit construction machines (single station)"
845730,"Machining centres, unit construction machines (single station) - Multi-station transfer machines"
845811,Lathes (including turning centres) for removing metal - Horizontal lathes - Numerically controlled
845819,Lathes (including turning centres) for removing metal - Horizontal lathes - Other
845891,Lathes (including turning centres) for removing metal - Other lathes - Numerically controlled
845899,Lathes (including turning centres) for removing metal - Other lathes - Other
845910,Machine-tools (including way-type unit head machines) for - Way-type unit head machines
845921,Machine-tools (including way-type unit head machines) for - Other drilling machines - Numerically controlled
845929,Machine-tools (including way-type unit head machines) for - Other drilling machines - Other
845931,Machine-tools (including way-type unit head machines) for - Other boring-milling machines - Numerically controlled
845939,Machine-tools (including way-type unit head machines) for - Other boring-milling machines - Other
845941,Machine-tools (including way-type unit head machines) for - Other boring machines - Numerically controlled
845949,Machine-tools (including way-type unit head machines) for - Other boring machines - Other
845951,"Machine-tools (including way-type unit head machines) for - Milling machines, knee-type - Numerically controlled"
845959,"Machine-tools (including way-type unit head machines) for - Milling machines, knee-type - Other"
845961,Machine-tools (including way-type unit head machines) for - Other milling machines - Numerically controlled
845969,Machine-tools (including way-type unit head machines) for - Other milling machines - Other
845970,Machine-tools (including way-type unit head machines) for - Other milling machines - Other threading or tapping machines
846012,"Machine-tools for deburring, sharpening, grinding, honing, - Flat-surface grinding machines - Numerically controlled"
846019,"Machine-tools for deburring, sharpening, grinding, honing, - Flat-surface grinding machines - Other"
846022,"Machine-tools for deburring, sharpening, grinding, honing, - Other grinding machines - Centreless grinding machines, numerically controlled"
846023,"Machine-tools for deburring, sharpening, grinding, honing, - Other grinding machines - Other cylindrical grinding machines, numerically controlled"
846024,"Machine-tools for deburring, sharpening, grinding, honing, - Other grinding machines - Other, numerically controlled"
846029,"Machine-tools for deburring, sharpening, grinding, honing, - Other grinding machines - Other"
846031,"Machine-tools for deburring, sharpening, grinding, honing, - Sharpening (tool or cutter grinding) machines - Numerically controlled"
846039,"Machine-tools for deburring, sharpening, grinding, honing, - Sharpening (tool or cutter grinding) machines - Other"
846040,"Machine-tools for deburring, sharpening, grinding, honing, - Sharpening (tool or cutter grinding) machines - Honing or lapping machines"
846090,"Machine-tools for deburring, sharpening, grinding, honing, - Sharpening (tool or cutter grinding) machines - Other"
846120,"Machine-tools for planing, shaping, slotting, broaching, gear - Shaping or slotting machines"
846130,"Machine-tools for planing, shaping, slotting, broaching, gear - Broaching machines"
846140,"Machine-tools for planing, shaping, slotting, broaching, gear - Gear cutting, gear grinding or gear finishing machines"
846150,"Machine-tools for planing, shaping, slotting, broaching, gear - Sawing or cutting-off machines"
846190,"Machine-tools for planing, shaping, slotting, broaching, gear - Other"
846211,"Machine-tools (including presses) for working metal by forging, - Closed die forging machines"
846219,"Machine-tools (including presses) for working metal by forging, - Other"
846222,"Machine-tools (including presses) for working metal by forging, - Profile forming machines"
846223,"Machine-tools (including presses) for working metal by forging, - Numerically controlled press brakes"
846224,"Machine-tools (including presses) for working metal by forging, - Numerically controlled panel benders"
846225,"Machine-tools (including presses) for working metal by forging, - Numerically controlled roll forming machines"
846226,"Machine-tools (including presses) for working metal by forging, - Other numerically controlled bending, folding, straightening or"
846229,"Machine-tools (including presses) for working metal by forging, - Other"
846232,"Machine-tools (including presses) for working metal by forging, - Slitting lines and cut-to-length lines"
846233,"Machine-tools (including presses) for working metal by forging, - Numerically controlled shearing machines"
846239,"Machine-tools (including presses) for working metal by forging, - Other"
846242,"Machine-tools (including presses) for working metal by forging, - Numerically controlled"
846249,"Machine-tools (including presses) for working metal by forging, - Other"
846251,"Machine-tools (including presses) for working metal by forging, - Numerically controlled"
846259,"Machine-tools (including presses) for working metal by forging, - Other"
846261,"Machine-tools (including presses) for working metal by forging, - Cold metal working presses - Hydraulic presses"
846262,"Machine-tools (including presses) for working metal by forging, - Cold metal working presses - Mechanical presses"
846263,"Machine-tools (including presses) for working metal by forging, - Cold metal working presses - Servo-presses"
846269,"Machine-tools (including presses) for working metal by forging, - Cold metal working presses - Other"
846290,"Machine-tools (including presses) for working metal by forging, - Cold metal working presses - Other"
846310,"Other machine-tools for working metal or cermets, without - Draw-benches for bars, tubes, profiles, wire or the like"
846320,"Other machine-tools for working metal or cermets, without - Thread rolling machines"
846330,"Other machine-tools for working metal or cermets, without - Machines for working wire"
846390,"Other machine-tools for working metal or cermets, without - Other"
846410,"Machine-tools for working stone, ceramics, concrete, asbestos- - Sawing machines"
846420,"Machine-tools for working stone, ceramics, concrete, asbestos- - Grinding or polishing machines"
846490,"Machine-tools for working stone, ceramics, concrete, asbestos- - Other"
846510,"Machine-tools (including machines for nailing, stapling, glueing - Machines which can carry out different types of machining"
846520,"Machine-tools (including machines for nailing, stapling, glueing - 1.- For the purposes of subheading , the term “machining centres” applies only to machine-tools"
846591,"Machine-tools (including machines for nailing, stapling, glueing - Other - Sawing machines"
846592,"Machine-tools (including machines for nailing, stapling, glueing - Other - Planing, milling or moulding (by cutting) machines"
846593,"Machine-tools (including machines for nailing, stapling, glueing - Other - Grinding, sanding or polishing machines"
846594,"Machine-tools (including machines for nailing, stapling, glueing - Other - Bending or assembling machines"
846595,"Machine-tools (including machines for nailing, stapling, glueing - Other - Drilling or morticing machines"
846596,"Machine-tools (including machines for nailing, stapling, glueing - Other - Splitting, slicing or paring machines"
846599,"Machine-tools (including machines for nailing, stapling, glueing - Other - Other"
846610,Parts and accessories suitable for use solely or principally with - Tool holders and self-opening dieheads
846620,Parts and accessories suitable for use solely or principally with - Work holders
846630,Parts and accessories suitable for use solely or principally with - Dividing heads and other special attachments for machines
846691,Parts and accessories suitable for use solely or principally with - Other - For machines of heading 84.64
846692,Parts and accessories suitable for use solely or principally with - Other - For machines of heading 84.65
846693,Parts and accessories suitable for use solely or principally with - Other - For machines of headings 84.56 to 84.61
846694,Parts and accessories suitable for use solely or principally with - Other - For machines of heading 84.62 or 84.63
846711,"Tools for working in the hand, pneumatic, hydraulic or with - Pneumatic - Rotary type (including combined rotary-percussion)"
846719,"Tools for working in the hand, pneumatic, hydraulic or with - Pneumatic - Other"
846721,"Tools for working in the hand, pneumatic, hydraulic or with - With self-contained electric motor - Drills of all kinds"
846722,"Tools for working in the hand, pneumatic, hydraulic or with - With self-contained electric motor - Saws"
846729,"Tools for working in the hand, pneumatic, hydraulic or with - With self-contained electric motor - Other"
846781,"Tools for working in the hand, pneumatic, hydraulic or with - Other tools - Chain saws"
846789,"Tools for working in the hand, pneumatic, hydraulic or with - Other tools - Other"
846791,"Tools for working in the hand, pneumatic, hydraulic or with - Parts - Of chain saws"
846792,"Tools for working in the hand, pneumatic, hydraulic or with - Parts - Of pneumatic tools"
846799,"Tools for working in the hand, pneumatic, hydraulic or with - Parts - Other"
846810,"Machinery and apparatus for soldering, brazing or welding, - Hand-held blow pipes"
846820,"Machinery and apparatus for soldering, brazing or welding, - Other gas-operated machinery and apparatus"
846880,"Machinery and apparatus for soldering, brazing or welding, - Other machinery and apparatus"
846890,"Machinery and apparatus for soldering, brazing or welding, - Parts"
847010,"Calculating machines and pocket-size data recording, - 8473.21 -- Of the electronic calculating machines of subheading ,"
847021,"Calculating machines and pocket-size data recording, - Parts and accessories of the machines of heading 84.70 - Incorporating a printing device"
847029,"Calculating machines and pocket-size data recording, - Other electronic calculating machines - 8470.21 or"
847030,"Calculating machines and pocket-size data recording, - Other electronic calculating machines - Other calculating machines"
847050,"Calculating machines and pocket-size data recording, - Other electronic calculating machines - Cash registers"
847090,"Calculating machines and pocket-size data recording, - Other electronic calculating machines - Other"
847130,"Automatic data processing machines and units thereof; - Portable automatic data processing machines, weighing not more"
847141,Automatic data processing machines and units thereof; - Other automatic data processing machines - Comprising in the same housing at least a central processing unit
847149,"Automatic data processing machines and units thereof; - Other automatic data processing machines - 2.- For the purposes of subheading , the term “systems” means automatic data processing"
847150,Automatic data processing machines and units thereof; - Other automatic data processing machines - Processing units other than those of subheading 8471.41 or
847160,"Automatic data processing machines and units thereof; - Other automatic data processing machines - Input or output units, whether or not containing storage units in"
847170,Automatic data processing machines and units thereof; - Other automatic data processing machines - Storage units
847180,Automatic data processing machines and units thereof; - Other automatic data processing machines - Other units of automatic data processing machines
847190,Automatic data processing machines and units thereof; - Other automatic data processing machines - Other
847210,"Other office machines (for example, hectograph or stencil - Duplicating machines"
847230,"Other office machines (for example, hectograph or stencil - Machines for sorting or folding mail or for inserting mail in"
847290,"Other office machines (for example, hectograph or stencil - Other"
847321,"Parts and accessories (other than covers, carrying cases and the - Parts and accessories of the machines of heading 84.70 - Of the electronic calculating machines of subheading 8470.10,"
847329,"Parts and accessories (other than covers, carrying cases and the - Parts and accessories of the machines of heading 84.70 - Other"
847330,"Parts and accessories (other than covers, carrying cases and the - Parts and accessories of the machines of heading 84.70 - Parts and accessories of the machines of heading 84.71"
847340,"Parts and accessories (other than covers, carrying cases and the - Parts and accessories of the machines of heading 84.70 - Parts and accessories of the machines of heading 84.72"
847350,"Parts and accessories (other than covers, carrying cases and the - Parts and accessories of the machines of heading 84.70 - Parts and accessories equally suitable for use with the machines of"
847410,"Machinery for sorting, screening, separating, washing, - Sorting, screening, separating or washing machines"
847420,"Machinery for sorting, screening, separating, washing, - Crushing or grinding machines"
847431,"Machinery for sorting, screening, separating, washing, - Mixing or kneading machines - Concrete or mortar mixers"
847432,"Machinery for sorting, screening, separating, washing, - Mixing or kneading machines - Machines for mixing mineral substances with bitumen"
847439,"Machinery for sorting, screening, separating, washing, - Mixing or kneading machines - Other"
847480,"Machinery for sorting, screening, separating, washing, - Mixing or kneading machines - Other machinery"
847490,"Machinery for sorting, screening, separating, washing, - Mixing or kneading machines - Parts"
847510,"Machines for assembling electric or electronic lamps, tubes or - Machines for assembling electric or electronic lamps, tubes or"
847521,"Machines for assembling electric or electronic lamps, tubes or - Machines for manufacturing or hot working glass or glassware - Machines for making optical fibres and preforms thereof"
847529,"Machines for assembling electric or electronic lamps, tubes or - Machines for manufacturing or hot working glass or glassware - Other"
847590,"Machines for assembling electric or electronic lamps, tubes or - Machines for manufacturing or hot working glass or glassware - Parts"
847621,"Automatic goods-vending machines (for example, postage - Automatic beverage-vending machines - Incorporating heating or refrigerating devices"
847629,"Automatic goods-vending machines (for example, postage - Automatic beverage-vending machines - Other"
847681,"Automatic goods-vending machines (for example, postage - Other machines - Incorporating heating or refrigerating devices"
847689,"Automatic goods-vending machines (for example, postage - Other machines - Other"
847690,"Automatic goods-vending machines (for example, postage - Other machines - Parts"
847710,Machinery for working rubber or plastics or for the - Injection-moulding machines
847720,Machinery for working rubber or plastics or for the - Extruders
847730,Machinery for working rubber or plastics or for the - Blow moulding machines
847740,Machinery for working rubber or plastics or for the - Vacuum moulding machines and other thermoforming machines
847751,Machinery for working rubber or plastics or for the - Other machinery for moulding or otherwise forming - For moulding or retreading pneumatic tyres or for moulding or
847759,Machinery for working rubber or plastics or for the - Other machinery for moulding or otherwise forming - Other
847780,Machinery for working rubber or plastics or for the - Other machinery for moulding or otherwise forming - Other machinery
847790,Machinery for working rubber or plastics or for the - Other machinery for moulding or otherwise forming - Parts
847810,"Machinery for preparing or making up tobacco, not specified or - Machinery"
847890,"Machinery for preparing or making up tobacco, not specified or - Parts"
